Үзүүлэлт,Станцын байршил,Сар,value
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2019-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2018-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2017-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2016-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2015-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2014-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2013-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2012-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2011-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2010-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2009-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2008-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2007-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2006-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2005-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-12,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-11,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-10,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-09,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-08,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-07,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-06,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-05,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-04,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-03,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-02,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2004-01,0.0
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-12,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-11,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-10,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-09,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-08,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-07,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-06,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-05,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-04,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-03,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-02,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2003-01,
Хүхэрлэг хий SO₂: Хүлцэх агууламжаас давсан хувь,Эрдэнэт: Онцгой байдлын 086-р анги,2002-12,
