Indicator,Region,Month,value
" Wheat bran, 25kg",Umnugovi,2020-05,17500.0
" Wheat bran, 25kg",Umnugovi,2020-04,17667.0
" Wheat bran, 25kg",Umnugovi,2020-03,16375.0
" Wheat bran, 25kg",Umnugovi,2020-02,16000.0
" Wheat bran, 25kg",Umnugovi,2020-01,15900.0
" Wheat bran, 25kg",Umnugovi,2019-12,
" Wheat bran, 25kg",Umnugovi,2019-11,
" Wheat bran, 25kg",Umnugovi,2019-10,
" Wheat bran, 25kg",Umnugovi,2019-09,
" Wheat bran, 25kg",Umnugovi,2019-08,
" Wheat bran, 25kg",Umnugovi,2019-07,
" Wheat bran, 25kg",Umnugovi,2019-06,
" Wheat bran, 25kg",Umnugovi,2019-05,
" Wheat bran, 25kg",Umnugovi,2019-04,
" Wheat bran, 25kg",Umnugovi,2019-03,
" Wheat bran, 25kg",Umnugovi,2019-02,
" Wheat bran, 25kg",Umnugovi,2019-01,
" Wheat bran, 25kg",Umnugovi,2018-12,
" Wheat bran, 25kg",Selenge,2025-12,30600.0
" Wheat bran, 25kg",Selenge,2025-11,25667.0
" Wheat bran, 25kg",Selenge,2025-10,22000.0
" Wheat bran, 25kg",Selenge,2025-09,22000.0
" Wheat bran, 25kg",Selenge,2025-08,21000.0
" Wheat bran, 25kg",Selenge,2025-07,21000.0
" Wheat bran, 25kg",Selenge,2025-06,
" Wheat bran, 25kg",Selenge,2025-05,18000.0
" Wheat bran, 25kg",Selenge,2025-04,23000.0
" Wheat bran, 25kg",Selenge,2025-03,22000.0
" Wheat bran, 25kg",Selenge,2025-02,26500.0
" Wheat bran, 25kg",Selenge,2025-01,24333.0
" Wheat bran, 25kg",Selenge,2024-12,23800.0
" Wheat bran, 25kg",Selenge,2024-11,26900.0
" Wheat bran, 25kg",Selenge,2024-10,22000.0
" Wheat bran, 25kg",Selenge,2024-09,22250.0
" Wheat bran, 25kg",Selenge,2024-08,
" Wheat bran, 25kg",Selenge,2024-07,
" Wheat bran, 25kg",Selenge,2024-06,
" Wheat bran, 25kg",Selenge,2024-05,26000.0
" Wheat bran, 25kg",Selenge,2024-04,27000.0
" Wheat bran, 25kg",Selenge,2024-03,25889.0
" Wheat bran, 25kg",Selenge,2024-02,24000.0
" Wheat bran, 25kg",Selenge,2024-01,25000.0
" Wheat bran, 25kg",Selenge,2023-12,26600.0
" Wheat bran, 25kg",Selenge,2023-11,25000.0
" Wheat bran, 25kg",Selenge,2023-10,23667.0
" Wheat bran, 25kg",Selenge,2023-09,25000.0
" Wheat bran, 25kg",Selenge,2023-08,25000.0
" Wheat bran, 25kg",Selenge,2023-07,25000.0
" Wheat bran, 25kg",Selenge,2023-06,21500.0
" Wheat bran, 25kg",Selenge,2023-05,19250.0
" Wheat bran, 25kg",Selenge,2023-04,17375.0
" Wheat bran, 25kg",Selenge,2023-03,19917.0
" Wheat bran, 25kg",Selenge,2023-02,18000.0
" Wheat bran, 25kg",Selenge,2023-01,17400.0
" Wheat bran, 25kg",Selenge,2022-12,20400.0
" Wheat bran, 25kg",Selenge,2022-11,20750.0
" Wheat bran, 25kg",Selenge,2022-10,20000.0
" Wheat bran, 25kg",Selenge,2022-09,20000.0
" Wheat bran, 25kg",Selenge,2022-08,16333.0
" Wheat bran, 25kg",Selenge,2022-07,14000.0
" Wheat bran, 25kg",Selenge,2022-06,14750.0
" Wheat bran, 25kg",Selenge,2022-05,14750.0
" Wheat bran, 25kg",Selenge,2022-04,14400.0
" Wheat bran, 25kg",Selenge,2022-03,16714.0
" Wheat bran, 25kg",Selenge,2022-02,17300.0
" Wheat bran, 25kg",Selenge,2022-01,18250.0
" Wheat bran, 25kg",Selenge,2021-12,22800.0
" Wheat bran, 25kg",Selenge,2021-11,19250.0
" Wheat bran, 25kg",Selenge,2021-10,18000.0
" Wheat bran, 25kg",Selenge,2021-09,16000.0
" Wheat bran, 25kg",Selenge,2021-08,16500.0
" Wheat bran, 25kg",Selenge,2021-07,15000.0
" Wheat bran, 25kg",Selenge,2021-06,
" Wheat bran, 25kg",Selenge,2021-05,16667.0
" Wheat bran, 25kg",Selenge,2021-04,19143.0
" Wheat bran, 25kg",Selenge,2021-03,20813.0
" Wheat bran, 25kg",Selenge,2021-02,21917.0
" Wheat bran, 25kg",Selenge,2021-01,20100.0
" Wheat bran, 25kg",Selenge,2020-12,19125.0
" Wheat bran, 25kg",Selenge,2020-11,15900.0
" Wheat bran, 25kg",Selenge,2020-10,14400.0
" Wheat bran, 25kg",Selenge,2020-09,13666.0
" Wheat bran, 25kg",Selenge,2020-08,11000.0
" Wheat bran, 25kg",Selenge,2020-07,12500.0
" Wheat bran, 25kg",Selenge,2020-06,12500.0
" Wheat bran, 25kg",Selenge,2020-05,12000.0
" Wheat bran, 25kg",Selenge,2020-04,13000.0
" Wheat bran, 25kg",Selenge,2020-03,12667.0
" Wheat bran, 25kg",Selenge,2020-02,12000.0
" Wheat bran, 25kg",Selenge,2020-01,11500.0
" Wheat bran, 25kg",Selenge,2019-12,
" Wheat bran, 25kg",Selenge,2019-11,
" Wheat bran, 25kg",Selenge,2019-10,
" Wheat bran, 25kg",Selenge,2019-09,
" Wheat bran, 25kg",Selenge,2019-08,
" Wheat bran, 25kg",Selenge,2019-07,
" Wheat bran, 25kg",Selenge,2019-06,
" Wheat bran, 25kg",Selenge,2019-05,
" Wheat bran, 25kg",Selenge,2019-04,
" Wheat bran, 25kg",Selenge,2019-03,
" Wheat bran, 25kg",Selenge,2019-02,
" Wheat bran, 25kg",Selenge,2019-01,
" Wheat bran, 25kg",Selenge,2018-12,
" Wheat bran, 25kg",Tuv,2025-12,26450.0
" Wheat bran, 25kg",Tuv,2025-11,25350.0
" Wheat bran, 25kg",Tuv,2025-10,24250.0
" Wheat bran, 25kg",Tuv,2025-09,27000.0
" Wheat bran, 25kg",Tuv,2025-08,
" Wheat bran, 25kg",Tuv,2025-07,
" Wheat bran, 25kg",Tuv,2025-06,
" Wheat bran, 25kg",Tuv,2025-05,21900.0
" Wheat bran, 25kg",Tuv,2025-04,27500.0
" Wheat bran, 25kg",Tuv,2025-03,21500.0
" Wheat bran, 25kg",Tuv,2025-02,21333.0
" Wheat bran, 25kg",Tuv,2025-01,21875.0
" Wheat bran, 25kg",Tuv,2024-12,23143.0
" Wheat bran, 25kg",Tuv,2024-11,23688.0
" Wheat bran, 25kg",Tuv,2024-10,21833.0
" Wheat bran, 25kg",Tuv,2024-09,22286.0
" Wheat bran, 25kg",Tuv,2024-08,22000.0
" Wheat bran, 25kg",Tuv,2024-07,23800.0
" Wheat bran, 25kg",Tuv,2024-06,22000.0
" Wheat bran, 25kg",Tuv,2024-05,25667.0
" Wheat bran, 25kg",Tuv,2024-04,25667.0
" Wheat bran, 25kg",Tuv,2024-03,27654.0
" Wheat bran, 25kg",Tuv,2024-02,26143.0
" Wheat bran, 25kg",Tuv,2024-01,24846.0
" Wheat bran, 25kg",Tuv,2023-12,27250.0
" Wheat bran, 25kg",Tuv,2023-11,27250.0
" Wheat bran, 25kg",Tuv,2023-10,23167.0
" Wheat bran, 25kg",Tuv,2023-09,22917.0
" Wheat bran, 25kg",Tuv,2023-08,21429.0
" Wheat bran, 25kg",Tuv,2023-07,23000.0
" Wheat bran, 25kg",Tuv,2023-06,25250.0
" Wheat bran, 25kg",Tuv,2023-05,25550.0
" Wheat bran, 25kg",Tuv,2023-04,26357.0
" Wheat bran, 25kg",Tuv,2023-03,19611.0
" Wheat bran, 25kg",Tuv,2023-02,19389.0
" Wheat bran, 25kg",Tuv,2023-01,35000.0
" Wheat bran, 25kg",Tuv,2022-12,17900.0
" Wheat bran, 25kg",Tuv,2022-11,19500.0
" Wheat bran, 25kg",Tuv,2022-10,18300.0
" Wheat bran, 25kg",Tuv,2022-09,18857.0
" Wheat bran, 25kg",Tuv,2022-08,17167.0
" Wheat bran, 25kg",Tuv,2022-07,18500.0
" Wheat bran, 25kg",Tuv,2022-06,11000.0
" Wheat bran, 25kg",Tuv,2022-05,12643.0
" Wheat bran, 25kg",Tuv,2022-04,14167.0
" Wheat bran, 25kg",Tuv,2022-03,15917.0
" Wheat bran, 25kg",Tuv,2022-02,16500.0
" Wheat bran, 25kg",Tuv,2022-01,17700.0
" Wheat bran, 25kg",Tuv,2021-12,18250.0
" Wheat bran, 25kg",Tuv,2021-11,18200.0
" Wheat bran, 25kg",Tuv,2021-10,16100.0
" Wheat bran, 25kg",Tuv,2021-09,16800.0
" Wheat bran, 25kg",Tuv,2021-08,17700.0
" Wheat bran, 25kg",Tuv,2021-07,17900.0
" Wheat bran, 25kg",Tuv,2021-06,
" Wheat bran, 25kg",Tuv,2021-05,19250.0
" Wheat bran, 25kg",Tuv,2021-04,19538.0
" Wheat bran, 25kg",Tuv,2021-03,19633.0
" Wheat bran, 25kg",Tuv,2021-02,21781.0
" Wheat bran, 25kg",Tuv,2021-01,22911.0
" Wheat bran, 25kg",Tuv,2020-12,22962.0
" Wheat bran, 25kg",Tuv,2020-11,17857.0
" Wheat bran, 25kg",Tuv,2020-10,15333.0
" Wheat bran, 25kg",Tuv,2020-09,15571.0
" Wheat bran, 25kg",Tuv,2020-08,14400.0
" Wheat bran, 25kg",Tuv,2020-07,15100.0
" Wheat bran, 25kg",Tuv,2020-06,15000.0
" Wheat bran, 25kg",Tuv,2020-05,15250.0
" Wheat bran, 25kg",Tuv,2020-04,15167.0
" Wheat bran, 25kg",Tuv,2020-03,14442.0
" Wheat bran, 25kg",Tuv,2020-02,14480.0
" Wheat bran, 25kg",Tuv,2020-01,14600.0
" Wheat bran, 25kg",Tuv,2019-12,
" Wheat bran, 25kg",Tuv,2019-11,
" Wheat bran, 25kg",Tuv,2019-10,
" Wheat bran, 25kg",Tuv,2019-09,
" Wheat bran, 25kg",Tuv,2019-08,
" Wheat bran, 25kg",Tuv,2019-07,
" Wheat bran, 25kg",Tuv,2019-06,
" Wheat bran, 25kg",Tuv,2019-05,
" Wheat bran, 25kg",Tuv,2019-04,
" Wheat bran, 25kg",Tuv,2019-03,
" Wheat bran, 25kg",Tuv,2019-02,
" Wheat bran, 25kg",Tuv,2019-01,
" Wheat bran, 25kg",Tuv,2018-12,
" Wheat bran, 25kg",Eastern region,2025-12,
" Wheat bran, 25kg",Eastern region,2025-11,
" Wheat bran, 25kg",Eastern region,2025-10,
" Wheat bran, 25kg",Eastern region,2025-09,
" Wheat bran, 25kg",Eastern region,2025-08,
" Wheat bran, 25kg",Eastern region,2025-07,
" Wheat bran, 25kg",Eastern region,2025-06,
" Wheat bran, 25kg",Eastern region,2025-05,
" Wheat bran, 25kg",Eastern region,2025-04,
" Wheat bran, 25kg",Eastern region,2025-03,
" Wheat bran, 25kg",Eastern region,2025-02,
" Wheat bran, 25kg",Eastern region,2025-01,
" Wheat bran, 25kg",Eastern region,2024-12,
" Wheat bran, 25kg",Eastern region,2024-11,
" Wheat bran, 25kg",Eastern region,2024-10,
" Wheat bran, 25kg",Eastern region,2024-09,
" Wheat bran, 25kg",Eastern region,2024-08,
" Wheat bran, 25kg",Eastern region,2024-07,
" Wheat bran, 25kg",Eastern region,2024-06,
" Wheat bran, 25kg",Eastern region,2024-05,
" Wheat bran, 25kg",Eastern region,2024-04,
" Wheat bran, 25kg",Eastern region,2024-03,
" Wheat bran, 25kg",Eastern region,2024-02,
" Wheat bran, 25kg",Eastern region,2024-01,
" Wheat bran, 25kg",Eastern region,2023-12,
" Wheat bran, 25kg",Eastern region,2023-11,
" Wheat bran, 25kg",Eastern region,2023-10,
" Wheat bran, 25kg",Eastern region,2023-09,
" Wheat bran, 25kg",Eastern region,2023-08,
" Wheat bran, 25kg",Eastern region,2023-07,
" Wheat bran, 25kg",Eastern region,2023-06,
" Wheat bran, 25kg",Eastern region,2023-05,
" Wheat bran, 25kg",Eastern region,2023-04,
" Wheat bran, 25kg",Eastern region,2023-03,
" Wheat bran, 25kg",Eastern region,2023-02,
" Wheat bran, 25kg",Eastern region,2023-01,
" Wheat bran, 25kg",Eastern region,2022-12,
" Wheat bran, 25kg",Eastern region,2022-11,
" Wheat bran, 25kg",Eastern region,2022-10,
" Wheat bran, 25kg",Eastern region,2022-09,
" Wheat bran, 25kg",Eastern region,2022-08,
" Wheat bran, 25kg",Eastern region,2022-07,
" Wheat bran, 25kg",Eastern region,2022-06,
" Wheat bran, 25kg",Eastern region,2022-05,
" Wheat bran, 25kg",Eastern region,2022-04,
" Wheat bran, 25kg",Eastern region,2022-03,
" Wheat bran, 25kg",Eastern region,2022-02,
" Wheat bran, 25kg",Eastern region,2022-01,
" Wheat bran, 25kg",Eastern region,2021-12,
" Wheat bran, 25kg",Eastern region,2021-11,
" Wheat bran, 25kg",Eastern region,2021-10,
" Wheat bran, 25kg",Eastern region,2021-09,
" Wheat bran, 25kg",Eastern region,2021-08,
" Wheat bran, 25kg",Eastern region,2021-07,
" Wheat bran, 25kg",Eastern region,2021-06,
" Wheat bran, 25kg",Eastern region,2021-05,
" Wheat bran, 25kg",Eastern region,2021-04,
" Wheat bran, 25kg",Eastern region,2021-03,
" Wheat bran, 25kg",Eastern region,2021-02,
" Wheat bran, 25kg",Eastern region,2021-01,
" Wheat bran, 25kg",Eastern region,2020-12,
" Wheat bran, 25kg",Eastern region,2020-11,
" Wheat bran, 25kg",Eastern region,2020-10,
" Wheat bran, 25kg",Eastern region,2020-09,
" Wheat bran, 25kg",Eastern region,2020-08,
" Wheat bran, 25kg",Eastern region,2020-07,
" Wheat bran, 25kg",Eastern region,2020-06,
" Wheat bran, 25kg",Eastern region,2020-05,
" Wheat bran, 25kg",Eastern region,2020-04,
" Wheat bran, 25kg",Eastern region,2020-03,
" Wheat bran, 25kg",Eastern region,2020-02,
" Wheat bran, 25kg",Eastern region,2020-01,
" Wheat bran, 25kg",Eastern region,2019-12,
" Wheat bran, 25kg",Eastern region,2019-11,
" Wheat bran, 25kg",Eastern region,2019-10,
" Wheat bran, 25kg",Eastern region,2019-09,
" Wheat bran, 25kg",Eastern region,2019-08,
" Wheat bran, 25kg",Eastern region,2019-07,
" Wheat bran, 25kg",Eastern region,2019-06,
" Wheat bran, 25kg",Eastern region,2019-05,
" Wheat bran, 25kg",Eastern region,2019-04,
" Wheat bran, 25kg",Eastern region,2019-03,
" Wheat bran, 25kg",Eastern region,2019-02,
" Wheat bran, 25kg",Eastern region,2019-01,
" Wheat bran, 25kg",Eastern region,2018-12,
" Wheat bran, 25kg",Dornod,2025-12,22000.0
" Wheat bran, 25kg",Dornod,2025-11,23000.0
" Wheat bran, 25kg",Dornod,2025-10,23000.0
" Wheat bran, 25kg",Dornod,2025-09,23000.0
" Wheat bran, 25kg",Dornod,2025-08,22500.0
" Wheat bran, 25kg",Dornod,2025-07,22500.0
" Wheat bran, 25kg",Dornod,2025-06,22500.0
" Wheat bran, 25kg",Dornod,2025-05,21667.0
" Wheat bran, 25kg",Dornod,2025-04,23000.0
" Wheat bran, 25kg",Dornod,2025-03,22000.0
" Wheat bran, 25kg",Dornod,2025-02,22200.0
" Wheat bran, 25kg",Dornod,2025-01,22083.0
" Wheat bran, 25kg",Dornod,2024-12,20167.0
" Wheat bran, 25kg",Dornod,2024-11,17667.0
" Wheat bran, 25kg",Dornod,2024-10,
" Wheat bran, 25kg",Dornod,2024-09,180000.0
" Wheat bran, 25kg",Dornod,2024-08,18000.0
" Wheat bran, 25kg",Dornod,2024-07,20000.0
" Wheat bran, 25kg",Dornod,2024-06,20000.0
" Wheat bran, 25kg",Dornod,2024-05,20000.0
" Wheat bran, 25kg",Dornod,2024-04,20000.0
" Wheat bran, 25kg",Dornod,2024-03,21750.0
" Wheat bran, 25kg",Dornod,2024-02,22400.0
" Wheat bran, 25kg",Dornod,2024-01,22200.0
" Wheat bran, 25kg",Dornod,2023-12,21500.0
" Wheat bran, 25kg",Dornod,2023-11,20333.0
" Wheat bran, 25kg",Dornod,2023-10,20500.0
" Wheat bran, 25kg",Dornod,2023-09,18250.0
" Wheat bran, 25kg",Dornod,2023-08,18500.0
" Wheat bran, 25kg",Dornod,2023-07,18500.0
" Wheat bran, 25kg",Dornod,2023-06,18500.0
" Wheat bran, 25kg",Dornod,2023-05,18500.0
" Wheat bran, 25kg",Dornod,2023-04,17125.0
" Wheat bran, 25kg",Dornod,2023-03,17783.0
" Wheat bran, 25kg",Dornod,2023-02,15383.0
" Wheat bran, 25kg",Dornod,2023-01,15400.0
" Wheat bran, 25kg",Dornod,2022-12,16100.0
" Wheat bran, 25kg",Dornod,2022-11,15000.0
" Wheat bran, 25kg",Dornod,2022-10,14000.0
" Wheat bran, 25kg",Dornod,2022-09,14333.0
" Wheat bran, 25kg",Dornod,2022-08,
" Wheat bran, 25kg",Dornod,2022-07,
" Wheat bran, 25kg",Dornod,2022-06,14500.0
" Wheat bran, 25kg",Dornod,2022-05,
" Wheat bran, 25kg",Dornod,2022-04,
" Wheat bran, 25kg",Dornod,2022-03,15000.0
" Wheat bran, 25kg",Dornod,2022-02,15250.0
" Wheat bran, 25kg",Dornod,2022-01,
" Wheat bran, 25kg",Dornod,2021-12,
" Wheat bran, 25kg",Dornod,2021-11,
" Wheat bran, 25kg",Dornod,2021-10,19500.0
" Wheat bran, 25kg",Dornod,2021-09,
" Wheat bran, 25kg",Dornod,2021-08,
" Wheat bran, 25kg",Dornod,2021-07,
" Wheat bran, 25kg",Dornod,2021-06,
" Wheat bran, 25kg",Dornod,2021-05,
" Wheat bran, 25kg",Dornod,2021-04,
" Wheat bran, 25kg",Dornod,2021-03,17500.0
" Wheat bran, 25kg",Dornod,2021-02,17500.0
" Wheat bran, 25kg",Dornod,2021-01,14500.0
" Wheat bran, 25kg",Dornod,2020-12,14000.0
" Wheat bran, 25kg",Dornod,2020-11,
" Wheat bran, 25kg",Dornod,2020-10,600000.0
" Wheat bran, 25kg",Dornod,2020-09,
" Wheat bran, 25kg",Dornod,2020-08,
" Wheat bran, 25kg",Dornod,2020-07,
" Wheat bran, 25kg",Dornod,2020-06,
" Wheat bran, 25kg",Dornod,2020-05,
" Wheat bran, 25kg",Dornod,2020-04,17000.0
" Wheat bran, 25kg",Dornod,2020-03,
" Wheat bran, 25kg",Dornod,2020-02,
" Wheat bran, 25kg",Dornod,2020-01,
" Wheat bran, 25kg",Dornod,2019-12,
" Wheat bran, 25kg",Dornod,2019-11,
" Wheat bran, 25kg",Dornod,2019-10,
" Wheat bran, 25kg",Dornod,2019-09,
" Wheat bran, 25kg",Dornod,2019-08,
" Wheat bran, 25kg",Dornod,2019-07,
" Wheat bran, 25kg",Dornod,2019-06,
" Wheat bran, 25kg",Dornod,2019-05,
" Wheat bran, 25kg",Dornod,2019-04,
" Wheat bran, 25kg",Dornod,2019-03,
" Wheat bran, 25kg",Dornod,2019-02,
" Wheat bran, 25kg",Dornod,2019-01,
" Wheat bran, 25kg",Dornod,2018-12,
" Wheat bran, 25kg",Sukhbaatar,2025-12,29000.0
" Wheat bran, 25kg",Sukhbaatar,2025-11,27750.0
" Wheat bran, 25kg",Sukhbaatar,2025-10,26500.0
" Wheat bran, 25kg",Sukhbaatar,2025-09,25500.0
" Wheat bran, 25kg",Sukhbaatar,2025-08,25000.0
" Wheat bran, 25kg",Sukhbaatar,2025-07,25750.0
" Wheat bran, 25kg",Sukhbaatar,2025-06,25750.0
" Wheat bran, 25kg",Sukhbaatar,2025-05,25500.0
" Wheat bran, 25kg",Sukhbaatar,2025-04,26500.0
" Wheat bran, 25kg",Sukhbaatar,2025-03,26333.0
" Wheat bran, 25kg",Sukhbaatar,2025-02,26333.0
" Wheat bran, 25kg",Sukhbaatar,2025-01,26600.0
" Wheat bran, 25kg",Sukhbaatar,2024-12,27600.0
" Wheat bran, 25kg",Sukhbaatar,2024-11,27400.0
" Wheat bran, 25kg",Sukhbaatar,2024-10,31500.0
" Wheat bran, 25kg",Sukhbaatar,2024-09,
" Wheat bran, 25kg",Sukhbaatar,2024-08,
" Wheat bran, 25kg",Sukhbaatar,2024-07,
" Wheat bran, 25kg",Sukhbaatar,2024-06,
" Wheat bran, 25kg",Sukhbaatar,2024-05,33000.0
" Wheat bran, 25kg",Sukhbaatar,2024-04,33000.0
" Wheat bran, 25kg",Sukhbaatar,2024-03,33200.0
" Wheat bran, 25kg",Sukhbaatar,2024-02,34917.0
" Wheat bran, 25kg",Sukhbaatar,2024-01,34000.0
" Wheat bran, 25kg",Sukhbaatar,2023-12,32500.0
" Wheat bran, 25kg",Sukhbaatar,2023-11,31000.0
" Wheat bran, 25kg",Sukhbaatar,2023-10,26000.0
" Wheat bran, 25kg",Sukhbaatar,2023-09,25000.0
" Wheat bran, 25kg",Sukhbaatar,2023-08,26000.0
" Wheat bran, 25kg",Sukhbaatar,2023-07,30000.0
" Wheat bran, 25kg",Sukhbaatar,2023-06,32500.0
" Wheat bran, 25kg",Sukhbaatar,2023-05,31667.0
" Wheat bran, 25kg",Sukhbaatar,2023-04,31667.0
" Wheat bran, 25kg",Sukhbaatar,2023-03,22500.0
" Wheat bran, 25kg",Sukhbaatar,2023-02,21667.0
" Wheat bran, 25kg",Sukhbaatar,2023-01,22000.0
" Wheat bran, 25kg",Sukhbaatar,2022-12,22700.0
" Wheat bran, 25kg",Sukhbaatar,2022-11,22700.0
" Wheat bran, 25kg",Sukhbaatar,2022-10,17500.0
" Wheat bran, 25kg",Sukhbaatar,2022-09,18000.0
" Wheat bran, 25kg",Sukhbaatar,2022-08,18000.0
" Wheat bran, 25kg",Sukhbaatar,2022-07,18000.0
" Wheat bran, 25kg",Sukhbaatar,2022-06,18000.0
" Wheat bran, 25kg",Sukhbaatar,2022-05,18000.0
" Wheat bran, 25kg",Sukhbaatar,2022-04,18000.0
" Wheat bran, 25kg",Sukhbaatar,2022-03,17000.0
" Wheat bran, 25kg",Sukhbaatar,2022-02,21500.0
" Wheat bran, 25kg",Sukhbaatar,2022-01,21300.0
" Wheat bran, 25kg",Sukhbaatar,2021-12,21000.0
" Wheat bran, 25kg",Sukhbaatar,2021-11,
" Wheat bran, 25kg",Sukhbaatar,2021-10,24000.0
" Wheat bran, 25kg",Sukhbaatar,2021-09,
" Wheat bran, 25kg",Sukhbaatar,2021-08,19700.0
" Wheat bran, 25kg",Sukhbaatar,2021-07,25000.0
" Wheat bran, 25kg",Sukhbaatar,2021-06,
" Wheat bran, 25kg",Sukhbaatar,2021-05,19000.0
" Wheat bran, 25kg",Sukhbaatar,2021-04,21000.0
" Wheat bran, 25kg",Sukhbaatar,2021-03,22000.0
" Wheat bran, 25kg",Sukhbaatar,2021-02,26000.0
" Wheat bran, 25kg",Sukhbaatar,2021-01,26000.0
" Wheat bran, 25kg",Sukhbaatar,2020-12,
" Wheat bran, 25kg",Sukhbaatar,2020-11,
" Wheat bran, 25kg",Sukhbaatar,2020-10,
" Wheat bran, 25kg",Sukhbaatar,2020-09,
" Wheat bran, 25kg",Sukhbaatar,2020-08,
" Wheat bran, 25kg",Sukhbaatar,2020-07,
" Wheat bran, 25kg",Sukhbaatar,2020-06,
" Wheat bran, 25kg",Sukhbaatar,2020-05,
" Wheat bran, 25kg",Sukhbaatar,2020-04,
" Wheat bran, 25kg",Sukhbaatar,2020-03,14000.0
" Wheat bran, 25kg",Sukhbaatar,2020-02,14000.0
" Wheat bran, 25kg",Sukhbaatar,2020-01,15000.0
" Wheat bran, 25kg",Sukhbaatar,2019-12,
" Wheat bran, 25kg",Sukhbaatar,2019-11,
" Wheat bran, 25kg",Sukhbaatar,2019-10,
" Wheat bran, 25kg",Sukhbaatar,2019-09,
" Wheat bran, 25kg",Sukhbaatar,2019-08,
" Wheat bran, 25kg",Sukhbaatar,2019-07,
" Wheat bran, 25kg",Sukhbaatar,2019-06,
" Wheat bran, 25kg",Sukhbaatar,2019-05,
" Wheat bran, 25kg",Sukhbaatar,2019-04,
" Wheat bran, 25kg",Sukhbaatar,2019-03,
" Wheat bran, 25kg",Sukhbaatar,2019-02,
" Wheat bran, 25kg",Sukhbaatar,2019-01,
" Wheat bran, 25kg",Sukhbaatar,2018-12,
" Wheat bran, 25kg",Khentii,2025-12,
" Wheat bran, 25kg",Khentii,2025-11,
" Wheat bran, 25kg",Khentii,2025-10,
" Wheat bran, 25kg",Khentii,2025-09,
" Wheat bran, 25kg",Khentii,2025-08,
" Wheat bran, 25kg",Khentii,2025-07,
" Wheat bran, 25kg",Khentii,2025-06,
" Wheat bran, 25kg",Khentii,2025-05,
" Wheat bran, 25kg",Khentii,2025-04,
" Wheat bran, 25kg",Khentii,2025-03,
" Wheat bran, 25kg",Khentii,2025-02,
" Wheat bran, 25kg",Khentii,2025-01,
" Wheat bran, 25kg",Khentii,2024-12,
" Wheat bran, 25kg",Khentii,2024-11,
" Wheat bran, 25kg",Khentii,2024-10,
" Wheat bran, 25kg",Khentii,2024-09,
" Wheat bran, 25kg",Khentii,2024-08,
" Wheat bran, 25kg",Khentii,2024-07,
" Wheat bran, 25kg",Khentii,2024-06,
" Wheat bran, 25kg",Khentii,2024-05,
" Wheat bran, 25kg",Khentii,2024-04,
" Wheat bran, 25kg",Khentii,2024-03,
" Wheat bran, 25kg",Khentii,2024-02,
" Wheat bran, 25kg",Khentii,2024-01,
" Wheat bran, 25kg",Khentii,2023-12,
" Wheat bran, 25kg",Khentii,2023-11,
" Wheat bran, 25kg",Khentii,2023-10,
" Wheat bran, 25kg",Khentii,2023-09,
" Wheat bran, 25kg",Khentii,2023-08,
" Wheat bran, 25kg",Khentii,2023-07,
" Wheat bran, 25kg",Khentii,2023-06,
" Wheat bran, 25kg",Khentii,2023-05,
" Wheat bran, 25kg",Khentii,2023-04,28000.0
" Wheat bran, 25kg",Khentii,2023-03,25000.0
" Wheat bran, 25kg",Khentii,2023-02,
" Wheat bran, 25kg",Khentii,2023-01,
" Wheat bran, 25kg",Khentii,2022-12,
" Wheat bran, 25kg",Khentii,2022-11,
" Wheat bran, 25kg",Khentii,2022-10,
" Wheat bran, 25kg",Khentii,2022-09,
" Wheat bran, 25kg",Khentii,2022-08,
" Wheat bran, 25kg",Khentii,2022-07,
" Wheat bran, 25kg",Khentii,2022-06,
" Wheat bran, 25kg",Khentii,2022-05,
" Wheat bran, 25kg",Khentii,2022-04,13500.0
" Wheat bran, 25kg",Khentii,2022-03,25000.0
" Wheat bran, 25kg",Khentii,2022-02,
" Wheat bran, 25kg",Khentii,2022-01,
" Wheat bran, 25kg",Khentii,2021-12,26000.0
" Wheat bran, 25kg",Khentii,2021-11,
" Wheat bran, 25kg",Khentii,2021-10,
" Wheat bran, 25kg",Khentii,2021-09,
" Wheat bran, 25kg",Khentii,2021-08,
" Wheat bran, 25kg",Khentii,2021-07,
" Wheat bran, 25kg",Khentii,2021-06,
" Wheat bran, 25kg",Khentii,2021-05,22500.0
" Wheat bran, 25kg",Khentii,2021-04,26000.0
" Wheat bran, 25kg",Khentii,2021-03,24000.0
" Wheat bran, 25kg",Khentii,2021-02,23667.0
" Wheat bran, 25kg",Khentii,2021-01,24000.0
" Wheat bran, 25kg",Khentii,2020-12,
" Wheat bran, 25kg",Khentii,2020-11,
" Wheat bran, 25kg",Khentii,2020-10,
" Wheat bran, 25kg",Khentii,2020-09,
" Wheat bran, 25kg",Khentii,2020-08,18000.0
" Wheat bran, 25kg",Khentii,2020-07,15500.0
" Wheat bran, 25kg",Khentii,2020-06,18000.0
" Wheat bran, 25kg",Khentii,2020-05,16500.0
" Wheat bran, 25kg",Khentii,2020-04,15250.0
" Wheat bran, 25kg",Khentii,2020-03,
" Wheat bran, 25kg",Khentii,2020-02,
" Wheat bran, 25kg",Khentii,2020-01,
" Wheat bran, 25kg",Khentii,2019-12,
" Wheat bran, 25kg",Khentii,2019-11,
" Wheat bran, 25kg",Khentii,2019-10,
" Wheat bran, 25kg",Khentii,2019-09,
" Wheat bran, 25kg",Khentii,2019-08,
