id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилга ашиглагчийн нэр,Нийт давхарын тоо,ZIP бүс,Дүүрэг,Хороо,Хаягийн бүс,Архитектур төлөвлөлтийн даалгаврын дугаар,"Барилга, байгууламжийн нэр",Үйлчилгээ албан конторын давхарын тоо /бусад/,Барилгын ажлыг эхлэх/үргэлжлүүлэх зөвшөөрлийн дугаар,Гудамж,Барилгыг барьсан байгууллага,Ашиглалтад орсон он,Улсын комиссын актын дугаар,Орон сууцны давхарын тоо,Батлагдсан блокийн тоо,Гүйцэтгэлийн зураг хийсэн он,Өндрийн зөрүү уналттай эсэх,Барилгын дугаар,Барилгын зураг хийсэн он,Ерөнхий төлөвлөгөө хийсэн он,Барилгыг барьсан он
3244979,ТБА151779421784995,,Polygon,106.7947,47.840883,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244980,ТБА151779421785115,,Polygon,106.794851,47.841239,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244981,ТБА151779421785243,,Polygon,106.794309,47.841175,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244982,ТБА151779421785350,,Polygon,106.794133,47.840761,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244983,ТБА151779421785456,,Polygon,106.793735,47.840838,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244984,ТБА151779421785564,,Polygon,106.793887,47.841194,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244985,ТБА151779421785683,,Polygon,106.79329,47.840702,Загвар зураг,,5,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",1,,,,,,4,1,,,,,,
3244986,ТБА151779421785798,,Polygon,106.793268,47.840914,Загвар зураг,,5,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",1,,,,,,4,1,,,,,,
3244987,ТБА151779421785916,,Polygon,106.793246,47.841126,Загвар зураг,,5,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",1,,,,,,4,1,,,,,,
3244988,ТБА151779421786036,,Polygon,106.793357,47.841743,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244989,ТБА151779421786155,,Polygon,106.792944,47.841725,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244990,ТБА151779421786268,,Polygon,106.792459,47.841711,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244991,ТБА151779421786373,,Polygon,106.793419,47.84239,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244992,ТБА151779421786498,,Polygon,106.793144,47.842378,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244993,ТБА151779421786614,,Polygon,106.792868,47.842366,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244994,ТБА151779421786716,,Polygon,106.792593,47.842354,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхом ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244995,ТБА151779421786838,,Polygon,106.793418,47.842109,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхои ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244996,ТБА151779421786963,,Polygon,106.793164,47.842098,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхои ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244997,ТБА151779421787089,,Polygon,106.792911,47.842087,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхои ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3244998,ТБА151779421787212,,Polygon,106.792658,47.842075,Загвар зураг,,2,,Хан-Уул,8-р хороо,Дарга толгойн хэсэг /17102/,,"Бэйкхои ХХК, Иргэн П.Бадрал нарын үйлчилгээтэй орон сууцны цогцолборын барилга",,,,,,,2,1,,,,,,
3245308,ТБА151779678095394,,Polygon,106.807082,47.849125,Загвар зураг,,15,,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,"МММ болор ХХК Үйлчилгээ, орон сууцны цогцолбор",,,,,,,,6,,,,,,
3245309,ТБА151779678095552,,Polygon,106.807282,47.849782,Загвар зураг,,15,,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,"МММ болор ХХК Үйлчилгээ, орон сууцны цогцолбор",,,,,,,,6,,,,,,
3245310,ТБА151779678095712,,Polygon,106.80755,47.849994,Загвар зураг,,15,,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,"МММ болор ХХК Үйлчилгээ, орон сууцны цогцолбор",,,,,,,,6,,,,,,
3245311,ТБА151779678095856,,Polygon,106.808575,47.850264,Загвар зураг,,15,,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,"МММ болор ХХК Үйлчилгээ, орон сууцны цогцолбор",,,,,,,,6,,,,,,
3245312,ТБА151779678096040,,Polygon,106.807958,47.849393,Загвар зураг,,15,,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,"МММ болор ХХК Үйлчилгээ, орон сууцны цогцолбор",,,,,,,,6,,,,,,
3245313,ТБА151779678096186,,Polygon,106.808226,47.849604,Загвар зураг,,15,,Хан-Уул,8-р хороо,"Морин тойруулга, наадамчдын талбай /17101/",,"МММ болор ХХК Үйлчилгээ, орон сууцны цогцолбор",,,,,,,,6,,,,,,
3245405,ТБА151779688721333,,Polygon,106.782471,47.912298,Загвар зураг,Үйлчилгээтэй орон сууц,16,,Сонгинохайрхан,20-р хороо,Толгойт-5 /18104/,,СХД –ИЙН ДЭД БҮТЦИЙН ХӨГЖЛИЙН АЛБА ОНӨААТҮГ,,,,,,,,10,,,,,,
3245616,ТБА151779773998459,,Polygon,108.399105,47.796768,Загвар зураг,,1,,Багануур,5-р хороо,Суурьшилгүй бүс /12211/,,Ус түгээх цэг,,,,,,,,1,,,,,,
3245711,ТБА151779782336927,,Polygon,106.83507,47.860807,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,Буудаллах отоглох орон байр,,,,,,,,6,,,,,,
3245712,ТБА151779782337066,,Polygon,106.835026,47.860773,Загвар зураг,,1,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,Буудаллах отоглох орон байр,,,,,,,,6,,,,,,
3245713,ТБА151779782337201,,Polygon,106.83443,47.860552,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,Буудаллах отоглох орон байр,,,,,,,,6,,,,,,
3245714,ТБА151779782337344,,Polygon,106.83418,47.860319,Загвар зураг,,23,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,Буудаллах отоглох орон байр,,,,,,,,6,,,,,,
3245715,ТБА151779782337481,,Polygon,106.833966,47.860725,Загвар зураг,,23,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,Буудаллах отоглох орон байр,,,,,,,,6,,,,,,
3245716,ТБА151779782337620,,Polygon,106.833751,47.861131,Загвар зураг,,23,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,Буудаллах отоглох орон байр,,,,,,,,6,,,,,,
3245803,ТБА151779863872869,,Polygon,107.396901,47.869334,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245804,ТБА151779863873010,,Polygon,107.397352,47.869261,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245805,ТБА151779863873148,,Polygon,107.397545,47.869474,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245806,ТБА151779863873300,,Polygon,107.397946,47.869465,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245807,ТБА151779863873445,,Polygon,107.395168,47.86979,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245808,ТБА151779863873585,,Polygon,107.395568,47.869781,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245809,ТБА151779863873739,,Polygon,107.395969,47.869773,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245810,ТБА151779863873892,,Polygon,107.39637,47.869764,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245811,ТБА151779863874027,,Polygon,107.396771,47.869756,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245812,ТБА151779863874174,,Polygon,107.397171,47.86973,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245813,ТБА151779863874315,,Polygon,107.397572,47.869722,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245814,ТБА151779863874455,,Polygon,107.397959,47.869714,Загвар зураг,,2,,Налайх,6-р хороо,Горхийн баруун салаа /12771/,,Аялал жуулчлалын цогцолбор,2,,,,,,,12,,,,,,
3245939,ТБА151780026438226,,Polygon,106.817776,47.912206,Загвар зураг,,3,,Сонгинохайрхан,18-р хороо,21-р хороолол-1 /18080/,,Сургалт хүмүүжлийн барилга,,,,,,,,4,,,,,,
3245940,ТБА151780026438882,,Polygon,106.817697,47.912606,Загвар зураг,,,,Сонгинохайрхан,18-р хороо,21-р хороолол-1 /18080/,,,,,,,,,,,,,,,,
3245941,ТБА151780026439037,,Polygon,106.817227,47.912568,Загвар зураг,,,,Сонгинохайрхан,18-р хороо,21-р хороолол-1 /18080/,,,,,,,,,,,,,,,,
3245951,ТБА151780033887132,,Polygon,107.247614,47.766972,Загвар зураг,,3,,Налайх,8-р хороо,Жаргалант-2 /12791/,,Авто засварын барилга,,,,,,,,1,,,,,,
3245961,ТБА151780043056890,,Polygon,106.918172,47.928812,Загвар зураг,,23,,Сүхбаатар,6-р хороо,11-р хороолол-4 /14193/,,"Худалдаа, үйлчилгээний барилга",1,БАЗГ2026/0910,,,,,10,1,,,,,,
3245980,ТБА151780365434528,,Polygon,106.95413,47.91353,Загвар зураг,,16,,Баянзүрх,14-р хороо,14-р хороолол-4 /13333/,,Моннис урбан девелопмент ХХК,,БАЗГ2026/0915,,,,,16,1,,,,,,
3246002,ТБА151780377335405,,Polygon,106.750989,47.903887,Загвар зураг,,6,,Сонгинохайрхан,20-р хороо,Сонсголон-5 /18134/,,"Үйлчилгээ, агуулахын барилга",,,,,,,,1,,,,,,
3246003,ТБА151780377713071,,Polygon,106.927877,47.913288,Загвар зураг,,25,,Сүхбаатар,1-р хороо,13-р хороолол 1-2 /14220/,,"Нар-Урт ХХК Үйлчилгээ, албан контор, орон сууцны цогцолбор",,,,,,,,2,,,,,,
3246007,ТБА151780378618908,,Polygon,107.246452,47.771352,Загвар зураг,,1,,Налайх,7-р хороо,Бадрал /12800/,,Дулаан хуваарилах төв,,,,,,,,1,,,,,,
3246014,ТБА151780380306829,,Polygon,106.898869,47.892482,Загвар зураг,,16,,Хан-Уул,19-р хороо,Үйлдвэр 2-3 /17042/,,"Үйлчилгээ, орон сууцны цогцолбор",1,БАЗГ2026/0958,,,,,15,1,,,,,,
3246015,ТБА151780380306978,,GeometryCollection,,,Загвар зураг,,4,,Хан-Уул,19-р хороо,Үйлдвэр 2-3 /17042/,,"Үйлчилгээ, орон сууцны цогцолбор",4,,,,,,,1,,,,,,
3246016,ТБА151780380405710,,Polygon,106.873712,47.925132,Загвар зураг,,5,,Баянгол,10-р хороо,3-р хороолол-1 /16090/,,Дата төв ХХК,,,,,,,,2,,,,,,
3246017,ТБА151780380405849,,Polygon,106.873311,47.925119,Загвар зураг,,5,,Баянгол,10-р хороо,3-р хороолол-1 /16090/,,Дата төв ХХК,,,,,,,,2,,,,,,
3246018,ТБА151780381160262,,Polygon,107.157597,47.92859,Загвар зураг,,3,,Баянзүрх,20-р хороо,Төвийн хэсэг /13110/,,Үйлчилгээтэй орон сууц,,БАЗГ2026/0492,,,,,,1,,0,,,,
3246021,ТБА151780381658045,,Polygon,106.922365,47.975843,Загвар зураг,Горгаз ХХК,1,,Сүхбаатар,14-р хороо,Дамбадаржаа-3  /14062/,,Горгаз ХХК-ийн Олон төрөлт ШТС-ийн түгээгчийн байр,1,БАЗГ2026/0512,,,,,,1,,,,,2024,
3246025,ТБА151780382252167,,Polygon,106.919001,47.928558,Загвар зураг,,30,,Сүхбаатар,6-р хороо,11-р хороолол-4 /14193/,,"Үйлчилгээ, орон сууцны цогцолбор",,,,,,,,1,,,,,,
3246026,ТБА151780382560207,,Polygon,106.882502,47.898309,Загвар зураг,,16,,Хан-Уул,3-р хороо,Үйлдвэр 1-1 /17060/,,Үйлчилгээтэй орон сууц,,,,,,,,3,,,,,,
3246027,ТБА151780382560327,,Polygon,106.882084,47.89822,Загвар зураг,,1,,Хан-Уул,3-р хороо,Үйлдвэр 1-1 /17060/,,Үйлчилгээтэй орон сууц,,,,,,,,1,,,,,,
3246028,ТБА151780382560446,,Polygon,106.881572,47.898283,Загвар зураг,,16,,Хан-Уул,3-р хороо,Үйлдвэр 1-1 /17060/,,Үйлчилгээтэй орон сууц,,,,,,,,3,,,,,,
3246029,ТБА151780382560628,,Polygon,106.881907,47.898117,Загвар зураг,,16,,Хан-Уул,3-р хороо,Үйлдвэр 1-1 /17060/,,Үйлчилгээтэй орон сууц,,,,,,,,3,,,,,,
3246030,ТБА151780383017057,,Polygon,106.853805,47.848351,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246031,ТБА151780383017206,,Polygon,106.853677,47.849913,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246032,ТБА151780383017360,,Polygon,106.852856,47.850212,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,БАЗГ2026/0952,,,,,,33,,,,,,
3246033,ТБА151780383017511,,Polygon,106.852673,47.849554,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,БАЗГ2026/0952,,,,,,33,,,,,,
3246034,ТБА151780383017652,,Polygon,106.85247,47.848353,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246035,ТБА151780383017791,,Polygon,106.852861,47.848324,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246036,ТБА151780383017921,,Polygon,106.853434,47.848341,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246037,ТБА151780383018040,,Polygon,106.853649,47.849492,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246038,ТБА151780383018160,,Polygon,106.852887,47.850554,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246039,ТБА151780383018295,,Polygon,106.85272,47.850523,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246040,ТБА151780383018418,,Polygon,106.852552,47.850492,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246041,ТБА151780383018551,,Polygon,106.853947,47.850395,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246042,ТБА151780383018682,,Polygon,106.853825,47.850251,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246043,ТБА151780383018816,,Polygon,106.853779,47.850364,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246044,ТБА151780383018951,,Polygon,106.853733,47.850477,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246045,ТБА151780383019081,,Polygon,106.853658,47.85022,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246046,ТБА151780383019221,,Polygon,106.853612,47.850333,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246047,ТБА151780383019352,,Polygon,106.85349,47.850189,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246048,ТБА151780383019480,,Polygon,106.853444,47.850302,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246049,ТБА151780383019611,,Polygon,106.853398,47.850415,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246050,ТБА151780383019742,,Polygon,106.853352,47.850527,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246051,ТБА151780383019872,,Polygon,106.853302,47.850649,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246052,ТБА151780383020027,,Polygon,106.853136,47.850706,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246053,ТБА151780383020176,,Polygon,106.852969,47.850764,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246054,ТБА151780383020327,,Polygon,106.852803,47.850822,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246055,ТБА151780383020475,,Polygon,106.852843,47.850662,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246056,ТБА151780383020622,,Polygon,106.852675,47.850631,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246057,ТБА151780383020775,,Polygon,106.852508,47.8506,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246058,ТБА151780383020923,,Polygon,106.852637,47.85088,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246059,ТБА151780383021069,,Polygon,106.853055,47.850585,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246060,ТБА151780383021216,,Polygon,106.853993,47.850282,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246061,ТБА151780383021368,,Polygon,106.853519,47.850558,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246062,ТБА151780383021514,,Polygon,106.85258,47.85076,Загвар зураг,,2,,Хан-Уул,23-р хороо,Арцатын ам /17100/,,"Буудаллах, отоглох орон байр",,,,,,,,33,,,,,,
3246063,ТБА151780383791104,,Polygon,107.431613,47.874261,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246064,ТБА151780383791266,,Polygon,107.432774,47.873936,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж, Дэд бүтэц",1,,,,,,,1,,,,,,
3246065,ТБА151780383791374,,Polygon,107.432242,47.873373,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж, Дэд бүтэц",,,,,,,,1,,,,,,
3246066,ТБА151780383791505,,Polygon,107.431502,47.873938,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",1,,,,,,,1,,,,,,
3246067,ТБА151780383791655,,Polygon,107.431723,47.874125,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",1,,,,,,,1,,,,,,
3246068,ТБА151780383791809,,Polygon,107.431632,47.873637,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",1,,,,,,,1,,,,,,
3246069,ТБА151780383791959,,Polygon,107.432001,47.873938,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246070,ТБА151780383792116,,Polygon,107.432084,47.874009,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246071,ТБА151780383792273,,Polygon,107.432167,47.874079,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246072,ТБА151780383792450,,Polygon,107.43225,47.874149,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246073,ТБА151780383792612,,Polygon,107.432334,47.87422,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246074,ТБА151780383792768,,Polygon,107.432208,47.874287,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246075,ТБА151780383792922,,Polygon,107.432125,47.874217,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246076,ТБА151780383793076,,Polygon,107.432042,47.874146,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246077,ТБА151780383793234,,Polygon,107.431958,47.874076,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
3246078,ТБА151780383793390,,Polygon,107.431875,47.874005,Загвар зураг,,1,,Налайх,6-р хороо,Горхи эрээний ам /12770/,,"Бэлон ХХК, Аялагч, зөвшөөрөл бүхий хүн ашиглах барилга байгууламж",,,,,,,,1,,,,,,
